category,product_name,price,per_unit_price
produce,Tiffany GatesTiffany Gate Feta Fiesta Kale Salad,$21.90/1 kg,$21.90/ 1kg
produce,Pineapple Cubed Small350 kg,$5.00ea,$0.50/ 100g
produce,"Southwestern Chicken Salad, Family Size1.47 kg",$16.00ea,$1.09/ 100g
produce,Turnips,$2.50(est.)ea,$6.59/ 1kg
produce,Grapes Mixed300 g,$5.00ea,$0.50/ 100g
produce,President's ChoiceCrumbled Cauliflower340 g,$4.99ea,$1.47/ 100g
produce,MarzettiCaramel Dip Snack6x340.0 g,$5.99ea,$12.48/ 100g
produce,PC OrganicsOrganic Axiany Tomato255 g,$4.99ea,$1.96/ 100g
produce,Pineapple1 ea,$4.99ea,$4.99/ 1ea
produce,Field Cucumbers1 ea,$1.59ea,$1.59/ 1ea
produce,Organic Orange907 g,$6.99ea,$0.77/ 100g
produce,President's ChoiceRed Potatoes5 lb bag,$5.99ea,$0.26/ 100g
produce,Brussels Sprouts,$0.26(est.)ea,$8.80/ 1kg
produce,President's ChoiceWhite Potatoes5 lb bag,$5.99ea,$0.26/ 100g
produce,Snow Peas200 g,$4.99ea,$2.50/ 100g
produce,PC OrganicsOrganic Roma Tomatoes454 g,$4.99ea,$1.10/ 100g
produce,Red Beets2 lb bag,$3.99ea,$0.44/ 100g
produce,President's ChoiceAdora Seedless® Black Grapes,$12.06(est.)ea,$8.80/ 1kg
produce,Caribbean Avocado1 ea,$4.49ea,$4.49/ 1ea
produce,"Decorative Corn, pack of 31 ea",$3.99ea,$3.99/ 1ea
produce,"Pumpkin, Large1 ea",$5.99ea,$5.99/ 1ea
produce,No NameNaturally Imperfect Limes907 g,$7.99ea,$0.88/ 100g
produce,President's ChoiceMini Sweet Peppers454 g,$5.99ea,$1.32/ 100g
produce,President's ChoiceFresh Poultry Herb Blend28 g,$2.99ea,
produce,No NameNaturally Imperfect Potatoes 15lb6804 g,$5.99ea,$0.09/ 100g
produce,PC OrganicsOrganic Cooking Onions2 lb bag,$4.99ea,$0.55/ 100g
produce,PC OrganicsOrganic Peppers Mini 227G227 g,$5.99ea,$2.64/ 100g
produce,Cortland Apples,$1.15(est.)ea,$5.49/ 1kg
produce,POM Wonderful100% Pomegranate Juice473 ml,$6.49ea,$1.37/ 100ml
produce,"Spinach, Bunched1 ea",$2.99ea,$2.99/ 1ea
produce,Eat SmartSweet Kale Salad Kit340 g,$6.49ea,$1.91/ 100g
produce,Gourmet GardenBasil Stir-In Paste115 g,$5.99ea,$5.21/ 100g
produce,"Morel Mushrooms, Dried14 g",$12.99ea,$92.79/ 100g
produce,Tiffany GatesTiffany Gate Zesty Supergrain Salad,$21.90/1 kg,$21.90/ 1kg
produce,President's ChoiceSalted California Pistachios225 g,$5.99ea,$2.66/ 100g
produce,Farmer's MarketYellow Onions 10lb Bag10 lb bag,$7.99ea,$0.18/ 100g
produce,President's ChoiceSalted California Pistachios225 g,$5.99ea,$2.66/ 100g
produce,Farmer's MarketYellow Onions 10lb Bag10 lb bag,$7.99ea,$0.18/ 100g
produce,Ataulfo Mango1 ea,$2.99ea,$2.99/ 1ea
produce,President's ChoiceNavel Oranges Cara Cara3 lb bag,$9.99ea,$0.73/ 100g
produce,Farmer's MarketMixed Peppers (6 Pack)6x1.0 ea,$8.99ea,$1.50/ 1ea
produce,Leeks1 bunch,$5.49ea,$5.49/ 1ea
produce,Dates Medjool907 g,$14.99ea,$1.65/ 100g
produce,PC OrganicsOrganic Green Onions1 bunch,$2.29ea,$2.29/ 1ea
produce,PC OrganicsBlack Seedless Grapes907 g,$9.99ea,$1.10/ 100g
produce,Blackberries 1 pint340 g,$7.99ea,$2.35/ 100g
produce,"Mint, Fresh1 bunch",$1.99ea,$1.99/ 1ea
produce,Bok Choy,$2.27(est.)ea,$2.84/ 1kg
produce,Yellow Potatoes,$1.65(est.)ea,$5.49/ 1kg
produce,Red Delicious Apples,$1.15(est.)ea,$5.49/ 1kg
produce,Red Grapefruit1 ea,$2.49ea,$2.49/ 1ea
produce,"Halloom Pineapple Kebab, 4 pack804 g",$9.00ea,$1.12/ 100g
produce,MarzettiCaramel Dip227 g,$5.49ea,$2.42/ 100g
produce,Premium Baby Spinach With Fruit & Nuts296 g,$8.00ea,$2.70/ 100g
produce,Red Anjou Pears,$1.54(est.)ea,$6.59/ 1kg
produce,"Spinach, Kale, Celery Juice1 ea",$13.00ea,$13.00/ 1ea
produce,PC OrganicsOrganic Lime1 lb bag,$6.99ea,$1.54/ 100g
produce,PC OrganicsOrganic Lemons2 lb bag,$7.99ea,$0.88/ 100g
produce,Envy Apples,$1.54(est.)ea,$7.69/ 1kg
produce,Dragon Fruit1 ea,$4.99ea,$4.99/ 1ea
produce,Orange Wedges Small 320 g,$5.00ea,$1.56/ 100g
produce,GreenhouseOrganic Booster Pick-Me-Up60 ml,$3.99ea,$6.65/ 100ml
produce,Gourmet GardenLightly Dried Basil12 g,$5.99ea,$49.92/ 100g
produce,"Zucchini Pepper Kebab, 2 pack470 g",$5.00ea,$1.06/ 100g
produce,President's ChoiceBaby Spinach0.142 kg,$4.99ea,$3.51/ 100g
produce,Organic Medjool Dates454 g,$11.99ea,$2.64/ 100g
produce,Mixed Cut Peppers 1 kg,$6.00ea,$1.50/ 100g
produce,No NameRoasted Peanuts In Shell2 kg,$11.99ea,$0.60/ 100g
produce,Large Greek Salad800 g,$11.00ea,$1.38/ 100g
produce,Apple Cosmic Crisp,$1.85(est.)ea,$7.69/ 1kg
produce,Shiitake Mushrooms,$0.77/25 g,$3.08/ 100g
produce,Veggie Tripack800 g,$13.00ea,$1.57/ 100g
produce,"Gourmet GardenLightly Dried, Ginger Bowl220 g",$5.99ea,$27.23/ 100g
produce,"President's ChoiceReady Veggie, Kale Blend340 g",$5.99ea,$1.76/ 100g
produce,President's Choice50-50 Blend - A Blend of Baby Spinach and Field Greens0.283 kg,$6.99ea,$2.47/ 100g
produce,Blueberry Organic Kombucha355 ml,$3.49ea,$0.98/ 100ml
produce,Gourmet GardenGarlic Stir-In Paste115 g,$5.99ea,$5.21/ 100g
produce,"ReneesSweet Onion Vinaigrette, Pouch42 g",$0.49ea,$1.17/ 100g
produce,Premium Greek Classic342 g,$8.00ea,$2.34/ 100g
produce,Bolthouse100% Carrot1.54 l,$9.99ea,$0.65/ 100ml
produce,Spanish Onion,$2.17(est.)ea,$6.59/ 1kg
produce,Snack Platter Vegetables300 g,$5.00ea,$1.67/ 100g
produce,RemedyOrg Kom Rasp Lemn 700Ml  700 ml,$4.99ea,$0.71/ 100ml
produce,MarzettiCream Cheese Fruit Dip106 g,$1.49ea,$1.38/ 100g
produce,President's ChoiceCilantro28 g,$2.99ea,
produce,PC OrganicsOrganic Red Potatoes3 lb bag,$5.99ea,$0.44/ 100g
produce,Acorn Squash,$3.69(est.)ea,$4.39/ 1kg
produce,Heirloom Tomato Basket1.5 l,$7.99ea,$0.53/ 100ml
produce,President's ChoiceVariety Pack Tomatoes680 g,$6.49ea,$0.95/ 100g
produce,President's ChoiceYellow Hot Hot Peppers226 g,$5.99ea,$2.65/ 100g
produce,PC OrganicsOrganic Broccoli1 ea,$5.49ea,$5.49/ 1ea
produce,Farmer's MarketEmpire Apples4 lb bag,$6.99ea,$0.39/ 100g
produce,PC OrganicsArugula & Baby Spinach Salad Mix142 g,$5.99ea,$4.22/ 100g
produce,Beets10 lb,$8.99ea,$0.20/ 100g
produce,Farmer's MarketLemons2 lb bag,$4.99ea,$0.55/ 100g
produce,Green Cabbage,$4.77(est.)ea,$2.84/ 1kg
