category,brand,product_text,product_name,price_text,sale_price,per_unit_price_text,is_sale,sale_valid_to
bakery,Wonder,Whole Wheat Hot Dog Rolls,WonderWhole Wheat Hot Dog Rolls8x60.0 g,$3.19ea,,$0.66/ 100g,False,
bakery,Vachon,Flaky Pastries Apple-Raspberry,VachonFlaky Pastries Apple-Raspberry305 g,$3.49ea,,$1.14/ 100g,False,
bakery,Vachon,Vanilla Flavour Cakes 1/2 Lune Moon ,VachonVanilla Flavour Cakes 1/2 Lune Moon 282 g,$3.49ea,,$1.24/ 100g,False,
bakery,Cedar,Whole Wheat Lebanese-Style Pita Bread,CedarWhole Wheat Lebanese-Style Pita Bread330 g,$1.49ea,,$0.45/ 100g,False,
bakery,No Name,10 Original Tortillas,No Name10 Original Tortillas320 g,$2.69ea,,$0.84/ 100g,False,
bakery,DItaliano,Thick Sliced Sesame Bread,DItalianoThick Sliced Sesame Bread675 g,$3.69ea,,$0.55/ 100g,False,
bakery,Cedar,Lebanese-Style White Pita Bread,CedarLebanese-Style White Pita Bread330 g,$1.49ea,,$0.45/ 100g,False,
bakery,Suraj,"Naan Original Flatbreads, 10 pack","SurajNaan Original Flatbreads, 10 pack1 ea",$5.25ea,,$5.25/ 1ea,False,
bakery,No Name,Blueberry Bagel,No NameBlueberry Bagel450 g,$2.69ea,,$0.60/ 100g,False,
bakery,President's Choice,Traditional Naan Dippers Flatbreads Club Pack,President's ChoiceTraditional Naan Dippers Flatbreads Club Pack400 g,$6.99ea,,$1.75/ 100g,False,
bakery,Country Harvest,Sourdough Loaf,Country HarvestSourdough Loaf650 g,$2.99ea,,$0.46/ 100g,False,
bakery,Casa Mendosa,Extra Large Burrito Tortillas,Casa MendosaExtra Large Burrito Tortillas630 g,$5.69ea,,$0.90/ 100g,False,
bakery,President's Choice,Garlic Naan ,President's ChoiceGarlic Naan 250 g,$2.49ea,,$1.00/ 100g,False,
bakery,President's Choice,Extra Raisins Hot Cross Buns,President's ChoiceExtra Raisins Hot Cross Buns8x70.6 g,$4.99ea,$4.00ea,$0.71/ 100g,True,saleEnds 03/01
bakery,Country Harvest,Cranberry & Oats Bagel,Country HarvestCranberry & Oats Bagel450 g,$3.19ea,$2.99ea,$0.66/ 100g,True,saleEnds 03/01
bakery,Wonder,White Bread White Texas,WonderWhite Bread White Texas675 g,$3.39ea,,$0.50/ 100g,False,
bakery,Dimpflmeier,Marble Rye Bread,DimpflmeierMarble Rye Bread500 g,$3.99ea,$2.79ea,$0.56/ 100g,True,saleEnds 03/22
bakery,Wonder,Whole Wheat Hamburger Buns,WonderWhole Wheat Hamburger Buns8x56.0 g,$3.19ea,,$0.71/ 100g,False,
bakery,President's Choice,Gigantico Burger Buns ,President's ChoiceGigantico Burger Buns 8x71.0 g,$4.29ea,,$0.76/ 100g,False,
bakery,,King’s Hawaiian Sweet Rolls ,King’s Hawaiian Sweet Rolls 0.34 kg,$4.00ea,,$1.18/ 100g,False,
bakery,PC Blue Menu,Whole Wheat English Muffins,PC Blue MenuWhole Wheat English Muffins342 g,$2.00ea,,$0.58/ 100g,False,
bakery,Farmer's Market,Tuxedo Cake,Farmer's MarketTuxedo Cake753 g,$12.00ea,,$1.59/ 100g,False,
bakery,School Safe,Muffin Bars Banana Chocolate Chip,School SafeMuffin Bars Banana Chocolate Chip296 g,$3.99ea,,$1.35/ 100g,False,
bakery,Dimpflmeier,"Pumpernickel Bread, Round","DimpflmeierPumpernickel Bread, Round907 g",$3.99ea,,$0.44/ 100g,False,
bakery,Crispy,Almond Cake Rusk,CrispyAlmond Cake Rusk750 g,$5.19ea,,$0.69/ 100g,False,
bakery,No Name,Cracked Wheat Bread,No NameCracked Wheat Bread675 g,$1.99ea,,$0.29/ 100g,False,
bakery,DItaliano,Crustini Hamburger Buns,DItalianoCrustini Hamburger Buns568 g,$3.69ea,,$0.65/ 100g,False,
bakery,ACE,Roasted Garlic Mini Crisps,ACERoasted Garlic Mini Crisps180 g,$5.39ea,,$2.99/ 100g,False,
bakery,Pita Break,"Mini Pitas, Whole Grain Wheat","Pita BreakMini Pitas, Whole Grain Wheat480 g",$3.49ea,,$0.73/ 100g,False,
bakery,Farmer's Market,Muffins Double Chocolate    ,Farmer's MarketMuffins Double Chocolate    570 g,$5.00ea,,$0.88/ 100g,False,
bakery,Crispy,Coconut Short Bread Cookie,CrispyCoconut Short Bread Cookie0.35 kg,$3.99ea,,$1.14/ 100g,False,
bakery,Farmer's Market,"Loaf Cake, Banana","Farmer's MarketLoaf Cake, Banana390 g",$4.50ea,,$1.15/ 100g,False,
bakery,Farmer's Market,Blueberry Pie 10 Inch,Farmer's MarketBlueberry Pie 10 Inch1 kg,$7.00ea,$6.00ea,$0.60/ 100g,True,saleEnds 03/01
bakery,Farmer's Market,Raisin Bran Muffins,Farmer's MarketRaisin Bran Muffins600 g,$5.00ea,,$0.83/ 100g,False,
bakery,ACE,Rosemary Focaccia Triangle,ACERosemary Focaccia Triangle960 g,$6.39ea,,$0.67/ 100g,False,
bakery,Charlottes,Cake Vanilla Celebration,CharlottesCake Vanilla Celebration475 g,$5.00ea,,$1.05/ 100g,False,
bakery,Farmer's Market,Morning Glory Muffins,Farmer's MarketMorning Glory Muffins600 g,$5.00ea,,$0.83/ 100g,False,
bakery,ACE,Ciabatta Pezzetti Duo,ACECiabatta Pezzetti Duo840 g,$6.39ea,,$0.76/ 100g,False,
bakery,Grandmother's Bake Shoppe,Butter Tarts Raisin,Grandmother's Bake ShoppeButter Tarts Raisin765 g,$6.00ea,,$0.78/ 100g,False,
bakery,two-bite,Mini Vanilla Cupcakes 12 Pack,two-biteMini Vanilla Cupcakes 12 Pack284 g,$4.00ea,,$1.41/ 100g,False,
bakery,ACE,Aged Mini Cheddar Crisps,ACEAged Mini Cheddar Crisps150 g,$5.39ea,,$3.59/ 100g,False,
bakery,,Chocolate Croissants ,Chocolate Croissants 423 g,$5.00ea,,$1.18/ 100g,False,
bakery,Farmer's Market,Berry Medley Muffins,Farmer's MarketBerry Medley Muffins570 g,$5.00ea,,$0.88/ 100g,False,
bakery,Farmer's Market,Everything Butter Croissants,Farmer's MarketEverything Butter Croissants270 g,$5.00ea,,$1.85/ 100g,False,
bakery,Grandmother's Bake Shoppe,Butter Tarts Raisin,Grandmother's Bake ShoppeButter Tarts Raisin765 g,$6.00ea,,$0.78/ 100g,False,
bakery,two-bite,Mini Chocolate Cupcakes 12 Pack,two-biteMini Chocolate Cupcakes 12 Pack284 g,$4.00ea,,$1.41/ 100g,False,
bakery,Farmer's Market,Everything Butter Croissants,Farmer's MarketEverything Butter Croissants270 g,$5.00ea,,$1.85/ 100g,False,
