category,brand,product_text,product_name,price_text,sale_price,per_unit_price_text,is_sale
household_items,,Vacuflo Turbo Tp210 OEM Agitator Shaft And Support,Vacuflo Turbo Tp210 OEM Agitator Shaft And Support,$16.99ea,,,False
household_items,,"Hoover OEM Paper Bag Bottom Fill Type ""C""","Hoover OEM Paper Bag Bottom Fill Type ""C""",$20.99ea,,,False
household_items,,VPC Central Vacuum Electric Attachment Kit | PN33 Power Head | Deluxe Tools Set and Bonus Tools,VPC Central Vacuum Electric Attachment Kit | PN33 Power Head | Deluxe Tools Set and Bonus Tools,$379.98ea,,,False
household_items,,Esteam C.O Cleaner and Odor Neutralizer 1 Gallon-Case of 4,Esteam C.O Cleaner and Odor Neutralizer 1 Gallon-Case of 4,$149.99ea,,,False
household_items,,Original 2-in-1 Snow Broom with 18-Inch Scratch Free Foam Head and Large Ice Scrape SJBLZD-ECM by Snow Joe,Original 2-in-1 Snow Broom with 18-Inch Scratch Free Foam Head and Large Ice Scrape SJBLZD-ECM by Snow Joe,$38.49ea,,,False
household_items,,Euroclean/ Nilfisk Premium Replacement Commercial Vacuum Bag - GD930,Euroclean/ Nilfisk Premium Replacement Commercial Vacuum Bag - GD930,$29.99ea,,,False
household_items,,Bona Professional Series Hardwood Floor Refresher 32Oz.,Bona Professional Series Hardwood Floor Refresher 32Oz.,$28.99ea,,,False
household_items,,"Riccar Simplicity OEM HEPA Bag Type ""W""","Riccar Simplicity OEM HEPA Bag Type ""W""",$34.99ea,,,False
household_items,,Esteam Urine Remover 1 Gallon-Case of 4,Esteam Urine Remover 1 Gallon-Case of 4,$209.99ea,,,False
household_items,,VPC Central Vacuum Accessory Kit | Premium Hose | Wessel Werk EBK360 Electric Power Head Nozzle with Height Adjustment | Telescopic Wands with Deluxe Tool Set & Bonus Tools,VPC Central Vacuum Accessory Kit | Premium Hose | Wessel Werk EBK360 Electric Power Head Nozzle with Height Adjustment | Telescopic Wands with Deluxe Tool Set & Bonus Tools,$549.98ea,,,False
household_items,,Bona OEM Handle For Mop Threaded Neck (Not Button Lock),Bona OEM Handle For Mop Threaded Neck (Not Button Lock),$29.99ea,,,False
