category,product_name,price,per_unit_price
Dairy,Pumpernickel Snack1 ea,$5.00ea,$5.00/ 1ea
Dairy,Horseradish,$5.39(est.)ea,$15.41/ 1kg
Dairy,The Little Potato CompanyMicrowave Ready Lemon and Garden Herb Potatoes454 g,$4.99ea,$1.10/ 100g
Dairy,"Pink Muscat Grapes, Bunch",$9.65(est.)ea,$9.46/ 1kg
Dairy,Snap Peas200 g,$4.99ea,$2.50/ 100g
Dairy,RemedyKombucha Ginger Lemon700 ml,$4.99ea,$0.71/ 100ml
Dairy,GreenhouseGinger Turmeric Organic Kombucha1000 ml,$9.99ea,$1.00/ 100ml
Dairy,"Zucchini Pepper Kebab, 2 pack470 g",$5.00ea,$1.06/ 100g
Dairy,Chayote Squash,$5.49/1 kg,$5.49/ 1kg
Dairy,President's ChoiceBeets Mixed 907G907 g,$3.99ea,$0.44/ 100g
Dairy,President's ChoiceOntario Greenhouse-Grown Strawberries 340 g,$5.99ea,$1.76/ 100g
Dairy,President's ChoiceMarjoram28 g,$2.50ea,
Dairy,Dried Porcini Mushrooms    14 g,$5.49ea,$39.21/ 100g
Dairy,RemedyOrg Kom Rasp Lemn 700Ml  700 ml,$4.99ea,$0.71/ 100ml
Dairy,WellCold Pressed Juice Greens   333 ml,$5.99ea,$1.80/ 100ml
Dairy,"MarzettiFruit Dip, Cream Cheese255 g",$5.49ea,$2.16/ 100g
Dairy,"Pineapple Vegetable Kebab, 2 pack382 g",$5.00ea,$1.31/ 100g
Dairy,PC OrganicsOrganic Broccoli1 ea,$5.49ea,$5.49/ 1ea
Dairy,Garden Salad Mini165 g,$5.00ea,$3.03/ 100g
Dairy,Farmer's MarketLemons2 lb bag,$4.99ea,$0.55/ 100g
Dairy,GoodLeafMicro Broccoli50 g,$3.99ea,$7.98/ 100g
Dairy,President's ChoiceBaby Spinach0.142 kg,$4.99ea,$3.51/ 100g
Dairy,GoodLeafSpicy Mustard Medley50 g,$3.99ea,$7.98/ 100g
Dairy,PC OrganicsArugula & Baby Spinach Salad Mix142 g,$5.99ea,$4.22/ 100g
Dairy,President's ChoiceSweet Potato454 g,$4.99ea,$1.10/ 100g
Dairy,President's ChoiceBroccoli Florets907 g,$8.99ea,$0.99/ 100g
Dairy,Cantaloupe Halves1 ea,$6.00ea,$6.00/ 1ea
Dairy,President's ChoiceBarbecue Ranch Chopped Salad Kit369 g,$6.49ea,$1.76/ 100g
Dairy,Premium Greek Classic342 g,$8.00ea,$2.34/ 100g
Dairy,PC OrganicsGreen Seedless Grapes907 g,$9.99ea,$1.10/ 100g
