category,product_name,price,per_unit_price
dairy_and_eggs,PillsburyCrescents Original235 g,$2.49ea,$1.06/ 100g
dairy_and_eggs,NeilsonButtermilk1 l,$4.09ea,$0.41/ 100ml
dairy_and_eggs,NeilsonTruTaste 1% Milk2 l,$5.49ea,$0.27/ 100ml
dairy_and_eggs,International DelightReduced Sugar French Vanilla Coffee Creamer946 ml,$3.99ea,$0.42/ 100ml
dairy_and_eggs,No NameWhipped Topping 225 g,$3.19ea,$1.42/ 100g
dairy_and_eggs,BecelMargarine with Oat Beverage850 g,$8.49ea,$1.00/ 100g
dairy_and_eggs,KraftSingles Original Thick Slices410 g,$5.49ea,$1.34/ 100g
dairy_and_eggs,President's ChoiceMonterey Jack Cheese400 g,$5.49ea,$1.37/ 100g
dairy_and_eggs,BecelMargarine with Olive Oil850 g,$8.49ea,$1.00/ 100g
dairy_and_eggs,President's ChoicePlant Based Coconut Cream Cheese-Style Spread227 g,$2.99ea,$1.32/ 100g
dairy_and_eggs,BecelMargarine with Oat Beverage427 g,$4.99ea,$1.17/ 100g
dairy_and_eggs,No NameLight Coffee Whitener450 g,$4.39ea,$0.98/ 100g
dairy_and_eggs,MacLarensCheese Spread230 g,$9.29ea,$4.04/ 100g
dairy_and_eggs,"PC OrganicsOrganic Fresh Churned Butter, Unsalted250 g",$5.99ea,$2.40/ 100g
dairy_and_eggs,Cracker BarrelSlice Medium Cheddar Light240 g,$4.99ea,$2.08/ 100g
dairy_and_eggs,NeilsonEggnog946 ml,$2.69ea,$0.28/ 100ml
dairy_and_eggs,YoplaitSource Fieldberry Yogurt 0% MF630 g,$3.19ea,$0.51/ 100g
dairy_and_eggs,NeilsonEgg Nog2 l,$4.29ea,$0.21/ 100ml
dairy_and_eggs,"Black DiamondCheddar Cheese Style Light, 22 Slices410 g",$3.79ea,$0.92/ 100g
dairy_and_eggs,No NameMozzarella 100% Real Cheese Slices 230 g,$4.99ea,$2.17/ 100g
dairy_and_eggs,Black DiamondThin Slice Fat Free Cheese410 g,$3.79ea,$0.92/ 100g
dairy_and_eggs,LactantiaChocolate Milk1.5 l,$5.59ea,$0.37/ 100ml
dairy_and_eggs,BeatriceFruit Bottom Stirred Style Yogourt 1.5% M.F.12x100.0 g,$3.49ea,$0.29/ 100g
dairy_and_eggs,President's ChoiceCountry Churned Unsalted Butter 454 g,$5.69ea,$1.25/ 100g
dairy_and_eggs,Lactantia3.25% M.F. Homogenized Milk2 l,$5.47ea,$0.27/ 100ml
dairy_and_eggs,StarbucksCinnamon Dolce Latte828 ml,$7.49ea,$0.90/ 100ml
dairy_and_eggs,GoldeggOmega 3 White Eggs12 eggs,$6.09ea,$0.51/ 1ea
dairy_and_eggs,Milk 2 GoChocolate Partly Skimmed Milk 1% M.F. 6 x6x200.0 ml,$5.49ea,$457.50/ 100ml
dairy_and_eggs,NeilsonOriginal Chocolate Milkshake310 ml,$1.35ea,$0.44/ 100ml
dairy_and_eggs,"Gay LeaNordica Cottage Cheese, 2%500 g",$2.99ea,$0.60/ 100g
dairy_and_eggs,No NameFat-Free Cottage Cheese500 g,$4.29ea,$0.86/ 100g
dairy_and_eggs,"AstroOriginal Balkan Yogurt, Strawberry175 g",$0.99ea,$0.57/ 100g
dairy_and_eggs,PC OrganicsOrganic Partly Skimmed 1% Milk4 l,$10.29ea,$0.26/ 100ml
dairy_and_eggs,ArmstrongMedium Cheddar Light400 g,$7.29ea,$1.82/ 100g
dairy_and_eggs,No NameMedium Cheddar Cheese200 g,$3.59ea,$1.80/ 100g
dairy_and_eggs,"AstroOriginal Yogurt, Strawberry Delight Vanilla Cream 6%12x100.0 g",$4.99ea,$0.42/ 100g
dairy_and_eggs,President's ChoicePhyllo Pastry454 g,$4.49ea,$0.99/ 100g
dairy_and_eggs,Gay LeaButter 84% Sea Salted 250 g,$7.69ea,$3.08/ 100g
dairy_and_eggs,"PC OrganicsOrganic Fresh Churned Butter, Salted250 g",$5.99ea,$2.40/ 100g
dairy_and_eggs,"NeilsonHomogenized Milk Microfiltered, 3.25% M.F.1 l",$3.69ea,$0.37/ 100ml
dairy_and_eggs,"NeilsonCream, 18%473 ml",$4.09ea,$0.86/ 100ml
dairy_and_eggs,NanakPaneer341 g,$5.79ea,$1.70/ 100g
dairy_and_eggs,FairlifeChocolate Lactose Free 2% Partly Skimmed Ultrafiltered Milk1.5 l,$4.49ea,$0.30/ 100ml
dairy_and_eggs,DerleaGarlic Spread250 g,$2.99ea,$1.20/ 100g
dairy_and_eggs,AmoozaPizza Mozzarella Cheese 22 % M.F.228 g,$4.99ea,$2.19/ 100g
dairy_and_eggs,NeilsonWhipping Cream 35 percent MF1 l,$7.79ea,$0.78/ 100ml
dairy_and_eggs,No NamePizza Mozzarella Cheese 200 g,$3.59ea,$1.80/ 100g
dairy_and_eggs,"OikosFat Free Greek Yogurt, Coconut Flavour, Blended, 0% M.F.4x100.0 g",$3.39ea,$0.85/ 100g
dairy_and_eggs,"HansYogurt Smoothie, Peach200 ml",$1.29ea,$0.65/ 100ml
dairy_and_eggs,No NameShredded Mozzarella Cheese900 g,$13.99ea,$1.55/ 100g
dairy_and_eggs,No NameLight Medium Cheddar Cheese200 g,$3.59ea,$1.80/ 100g
dairy_and_eggs,No NameSweetened Tart Shells30 ea,$5.99ea,$1.05/ 100g
dairy_and_eggs,Gay LeaLactose Free Sour Cream450 ml,$2.99ea,$0.66/ 100ml
dairy_and_eggs,NeilsonTruTaste 2% Milk1 l,$3.89ea,$0.39/ 100ml
dairy_and_eggs,"NeilsonChocolate Milk, 25% Less Sugar1 l",$3.19ea,$0.32/ 100ml
dairy_and_eggs,No NameShredded Mild White Cheddar Cheese320 g,$5.49ea,$1.72/ 100g
dairy_and_eggs,"Gay LeaNordica On-The-Go Cottage Cheese, Plain4x113.0 g",$5.49ea,$1.21/ 100g
dairy_and_eggs,KraftSingles Original Thick Slices410 g,$5.49ea,$1.34/ 100g
dairy_and_eggs,LiberteMéditerranée Coconut 9% MF Yogurt500 g,$4.19ea,$0.84/ 100g
dairy_and_eggs,President's ChoiceMonterey Jack Cheese400 g,$5.49ea,$1.37/ 100g
dairy_and_eggs,BecelMargarine with Olive Oil850 g,$8.49ea,$1.00/ 100g
dairy_and_eggs,President's ChoicePlant Based Coconut Cream Cheese-Style Spread227 g,$2.99ea,$1.32/ 100g
dairy_and_eggs,No NameLight Coffee Whitener450 g,$4.39ea,$0.98/ 100g
dairy_and_eggs,BecelMargarine with Oat Beverage427 g,$4.99ea,$1.17/ 100g
dairy_and_eggs,Cracker BarrelSlice Medium Cheddar Light240 g,$4.99ea,$2.08/ 100g
dairy_and_eggs,Cracker BarrelShreds Mozza Cheddar320 g,$9.29ea,$2.90/ 100g
dairy_and_eggs,YoplaitSource Fieldberry Yogurt 0% MF630 g,$3.19ea,$0.51/ 100g
dairy_and_eggs,NatrelLactose Free Fat Free Skim 0% Dairy Product (2L)2 l,$5.49ea,$0.27/ 100ml
dairy_and_eggs,"Gay LeaReal Whipped Cream, Light225 g",$4.39ea,$1.95/ 100g
dairy_and_eggs,"International DelightFrench Vanilla Flavoured Fat Free Coffee Creamer, 63 Servings946 ml",$3.99ea,$0.42/ 100ml
dairy_and_eggs,No Name68% Vegetable Oil Margarine 3.17 kg,$10.49ea,$0.33/ 100g
